Id	Category
11185	Politics
11188	Business
11190	Politics
11192	Politics
11203	Business
11204	Business
11210	Politics
11216	Business
11218	Business
11221	Business
11230	Politics
11231	Politics
11237	Politics
11252	Business
11257	Politics
11259	Politics
11266	Business
11270	Politics
11271	Politics
11273	Politics
11278	Politics
11290	Politics
11297	Business
11302	Politics
11307	Politics
11308	Business
11315	Politics
11316	Politics
11319	Politics
11320	Politics
11331	Politics
11335	Politics
11336	Politics
11344	Politics
11354	Politics
11356	Business
11359	Politics
11386	Politics
11387	Politics
11395	Politics
11397	Business
11403	Business
11405	Politics
11419	Politics
11439	Business
11447	Politics
11448	Politics
11451	Business
11458	Politics
11464	Politics
11467	Politics
11470	Politics
11483	Politics
11489	Politics
11490	Politics
11494	Politics
11502	Politics
11506	Politics
11509	Football
11510	Politics
11513	Football
11515	Football
11520	Football
11526	Football
11530	Football
11532	Football
11535	Football
11554	Football
11560	Football
11565	Football
11569	Football
11571	Football
11575	Football
11577	Football
11582	Football
11585	Football
11587	Football
11589	Football
11594	Football
11595	Football
11602	Football
11607	Football
11610	Football
11613	Football
11619	Football
11624	Football
11631	Football
11634	Football
11643	Football
11646	Football
11649	Football
11650	Football
11653	Football
11658	Football
11665	Football
11670	Football
11674	Football
11678	Football
11683	Football
11695	Football
11702	Football
11708	Football
11710	Football
11715	Football
11723	Football
11727	Football
11740	Football
11756	Football
11758	Football
11759	Football
11761	Football
11765	Football
11769	Football
11771	Football
11779	Football
11785	Football
11795	Football
11796	Football
11802	Football
11804	Football
11814	Football
11821	Football
11824	Football
11833	Football
11835	Football
11845	Football
11852	Football
11859	Football
11867	Football
11869	Football
11876	Football
11878	Football
11890	Football
11892	Football
11900	Football
11904	Football
11908	Football
11910	Football
11918	Football
11923	Football
11930	Football
11933	Football
11934	Football
11938	Football
11940	Football
11941	Football
11943	Football
11944	Football
11946	Football
11959	Football
11980	Football
11986	Football
11989	Football
11998	Football
12002	Football
12003	Football
12005	Football
12017	Football
12030	Football
12035	Football
12036	Football
12038	Football
12041	Football
12042	Film
12043	Football
12048	Football
12060	Film
12073	Film
12078	Film
12082	Film
12083	Football
12084	Football
12085	Football
12100	Film
12104	Film
12118	Film
12122	Technology
12127	Film
12134	Football
12135	Football
12138	Football
12140	Film
12157	Film
12164	Technology
12166	Technology
12167	Film
12172	Film
12190	Film
12197	Football
12202	Football
12204	Technology
12206	Technology
12207	Technology
12212	Football
12213	Football
12215	Film
12218	Technology
12223	Technology
12226	Football
12228	Football
12229	Football
12240	Technology
12241	Football
12256	Football
12266	Football
12270	Football
12277	Football
12279	Football
12283	Football
12284	Technology
12286	Technology
12295	Football
12307	Football
12320	Football
12321	Football
12322	Football
12326	Football
12327	Football
12329	Football
12331	Football
12337	Football
12338	Football
12342	Film
12343	Football
12350	Football
12374	Football
12376	Football
12378	Football
12384	Football
12387	Football
12388	Football
12389	Football
12393	Football
12399	Football
12409	Football
12417	Football
12420	Football
12427	Football
12439	Football
12440	Football
12448	Football
12458	Football
12466	Football
12470	Football
12476	Football
12491	Football
12495	Football
12502	Football
12507	Football
12510	Football
12519	Football
12521	Football
12525	Football
12526	Football
12530	Football
12534	Football
12535	Football
12537	Politics
12538	Football
12539	Football
12543	Football
12545	Football
12549	Football
12550	Football
12556	Politics
12562	Football
12568	Politics
12573	Football
12574	Politics
12581	Politics
12583	Politics
12585	Politics
12586	Football
12587	Football
12588	Politics
12589	Football
12591	Football
12597	Politics
12599	Politics
12600	Politics
12602	Football
12603	Politics
12625	Politics
12630	Film
12665	Business
12666	Business
12674	Film
12688	Business
12697	Film
12698	Film
12705	Film
12715	Film
12718	Technology
12724	Politics
12734	Film
12736	Film
12740	Film
12743	Film
12753	Film
12758	Film
12764	Film
12776	Film
12777	Film
12779	Film
12785	Film
12787	Film
12791	Film
12793	Film
12796	Film
12800	Film
12810	Film
12814	Film
12817	Film
12818	Film
12820	Film
12824	Film
12829	Film
12835	Technology
12851	Film
12855	Film
12856	Film
12857	Film
12865	Film
12884	Film
12885	Film
12893	Film
12897	Film
12904	Technology
12909	Film
12913	Business
12916	Film
12920	Politics
12922	Film
12934	Film
12940	Film
12947	Film
12950	Film
12952	Film
12960	Film
12962	Film
12974	Film
12976	Film
12979	Film
13009	Film
13011	Film
13020	Film
13028	Film
13039	Film
13041	Film
13042	Film
13044	Film
13045	Film
13048	Film
13052	Business
13055	Business
13056	Business
13057	Film
13058	Film
13077	Film
13086	Film
13091	Film
13095	Film
13096	Film
13109	Technology
13111	Technology
13112	Technology
13120	Film
13122	Film
13132	Business
13133	Technology
13135	Film
13139	Technology
13142	Technology
13144	Film
13148	Business
13157	Technology
13158	Business
13162	Football
13164	Technology
13166	Football
13171	Football
13173	Football
13174	Politics
13186	Football
13187	Politics
13188	Football
13190	Politics
13191	Politics
13204	Politics
13207	Football
13210	Football
13218	Football
13225	Football
13231	Football
13236	Football
13247	Football
13250	Football
13254	Football
13256	Football
13257	Football
13262	Football
13263	Football
13268	Football
13272	Football
13273	Football
13283	Football
13284	Football
13297	Football
13299	Football
13304	Football
13307	Football
13309	Football
13313	Football
13316	Football
13317	Football
13339	Football
13349	Football
13352	Football
13357	Football
13358	Football
13364	Football
13371	Football
13381	Football
13394	Football
13399	Politics
13401	Football
13402	Football
13404	Football
13407	Politics
13427	Football
13430	Football
13445	Football
13453	Football
13455	Football
13463	Football
13480	Film
13485	Football
13487	Football
13494	Football
13500	Film
13505	Football
13508	Football
13509	Football
13522	Football
13526	Football
13527	Football
13538	Football
13542	Football
13543	Football
13551	Football
13567	Football
13569	Football
13574	Football
13575	Football
13578	Football
13583	Football
13588	Football
13590	Football
13609	Football
13610	Football
13613	Football
13616	Football
13621	Football
13622	Football
13623	Football
13625	Football
13627	Football
13631	Football
13633	Football
13634	Football
13643	Football
13647	Football
13648	Football
13657	Football
13661	Football
13668	Football
13675	Football
13678	Football
13679	Football
13684	Football
13687	Football
13691	Football
13697	Football
13701	Football
13709	Football
13711	Football
13715	Football
13717	Football
13721	Football
13729	Football
13733	Football
13738	Football
13753	Football
13760	Football
13768	Football
13769	Football
13770	Football
13774	Football
13775	Football
13776	Football
13777	Football
13782	Football
13785	Football
13801	Football
13803	Football
13807	Football
13809	Technology
13823	Technology
13826	Technology
13827	Technology
13836	Technology
13847	Technology
13849	Technology
13851	Technology
13852	Football
13857	Technology
13871	Technology
13875	Business
13877	Technology
13879	Business
13890	Technology
13897	Business
13905	Business
13918	Technology
13925	Business
13938	Football
13942	Football
13946	Football
13954	Football
13957	Film
13958	Football
13961	Politics
13970	Football
13975	Football
13977	Football
13978	Football
13985	Business
13997	Football
13998	Football
14004	Football
14010	Football
14015	Football
14016	Football
14020	Football
14022	Football
14025	Football
14028	Football
14030	Football
14038	Football
14045	Football
14054	Business
14056	Business
14059	Technology
14066	Politics
14068	Football
14071	Business
14076	Politics
14077	Technology
14082	Business
14095	Politics
14105	Politics
14108	Business
14113	Business
14116	Politics
14130	Politics
14131	Business
14141	Technology
14145	Technology
14148	Technology
14152	Technology
14153	Football
14163	Film
14164	Film
14179	Business
14182	Football
14184	Business
14196	Film
14199	Film
14200	Film
14209	Politics
14211	Politics
14212	Politics
14217	Politics
14222	Politics
14223	Politics
14228	Politics
14241	Politics
14243	Politics
14246	Politics
14253	Politics
14260	Politics
14261	Politics
14268	Politics
14270	Business
14271	Politics
14279	Politics
14280	Politics
14282	Politics
14288	Politics
14289	Politics
14290	Film
14300	Business
14304	Business
14309	Business
14313	Business
14322	Business
14323	Business
14324	Business
14327	Politics
14328	Politics
14334	Business
14338	Business
14339	Business
14345	Business
14350	Politics
14352	Politics
14354	Politics
14358	Politics
14362	Technology
14366	Football
14370	Football
14373	Football
14380	Business
14386	Business
14387	Politics
14388	Business
14391	Technology
14395	Football
14398	Football
14411	Football
14419	Football
14422	Football
14424	Football
14425	Football
14430	Football
14431	Football
14432	Football
14434	Football
14435	Football
14446	Football
14448	Football
14450	Football
14453	Football
14454	Football
14459	Football
14460	Football
14464	Technology
14477	Technology
14481	Technology
14483	Technology
14485	Business
14487	Technology
14488	Technology
14489	Film
14490	Politics
14494	Film
14495	Film
14496	Film
14504	Politics
14506	Business
14508	Business
14514	Politics
14516	Technology
14517	Technology
14525	Politics
14529	Business
14550	Politics
14551	Technology
14557	Technology
14572	Football
14579	Business
14581	Politics
14582	Politics
14588	Politics
14592	Politics
14594	Politics
14595	Business
14597	Politics
14602	Business
14604	Politics
14609	Politics
14616	Politics
14618	Politics
14621	Politics
14622	Politics
14624	Politics
14627	Football
14629	Politics
14631	Football
14632	Politics
14633	Politics
14643	Business
14645	Politics
14649	Business
14652	Business
14653	Business
14659	Business
14660	Business
14676	Business
14677	Business
14679	Business
14683	Business
14684	Business
14685	Business
14689	Business
14690	Business
14694	Business
14695	Technology
14703	Business
14706	Business
14709	Politics
14712	Business
14713	Politics
14718	Politics
14720	Politics
14722	Business
14730	Football
14737	Politics
14740	Politics
14742	Politics
14743	Politics
14746	Business
14748	Politics
14750	Politics
14755	Film
14756	Film
14762	Politics
14763	Film
14765	Film
14766	Film
14773	Film
14774	Film
14775	Film
14780	Film
14787	Politics
14795	Politics
14796	Technology
14799	Film
14801	Politics
14803	Politics
14807	Politics
14813	Film
14821	Film
14828	Football
14837	Football
14838	Football
14840	Football
14841	Football
14850	Football
14855	Business
14856	Technology
14859	Politics
14863	Business
14865	Politics
14868	Business
14879	Politics
14885	Business
14889	Politics
14891	Politics
14892	Business
14899	Business
14900	Business
14916	Business
14934	Football
14939	Football
14940	Football
14941	Football
14953	Football
14965	Football
14968	Football
14979	Football
14987	Football
14992	Football
15000	Football
15003	Football
15013	Football
15018	Football
15026	Football
15027	Football
15029	Football
15034	Film
15035	Football
15038	Football
15041	Football
15052	Technology
15054	Technology
15055	Film
15056	Football
15072	Football
15089	Football
15090	Football
15092	Football
15098	Football
15117	Politics
15119	Football
15125	Film
15126	Film
15129	Film
15139	Film
15143	Film
15154	Politics
15170	Film
15174	Film
15178	Film
15179	Film
15183	Technology
15184	Technology
15186	Film
15200	Football
15201	Football
15221	Football
15224	Football
15225	Football
15228	Football
15234	Football
15236	Football
15239	Football
15249	Football
15251	Football
15256	Football
15260	Football
15264	Football
15267	Football
15269	Football
15272	Football
15273	Technology
15276	Business
15278	Technology
15284	Football
15290	Football
15298	Film
15299	Football
15302	Football
15304	Football
15305	Football
15315	Football
15321	Football
15322	Football
15325	Technology
15332	Football
15333	Football
